ProjectName,TeamName,MeasureName,SeriesName,TimePeriod,Team Active Status,Value1,Value2,AbbrevName,Volume,Type,Improvement Cohort,,,original in Extranet,abbrev,Pre work Volume,Type,Improvement Cohort
Joint Replacement Learning Community,Sierra Medical Center,Percent THA Patients with PRO before surgery,Sierra Medical Center,2/1/2014 0:00,TRUE,0,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent THA Patients with PRO before surgery,Sierra Medical Center,3/1/2014 0:00,TRUE,0,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent THA Patients with PRO before surgery,Sierra Medical Center,4/1/2014 0:00,TRUE,0,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent THA Patients with PRO before surgery,Sierra Medical Center,5/1/2014 0:00,TRUE,0,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent THA Patients with PRO before surgery,Sierra Medical Center,6/1/2014 0:00,TRUE,18,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent THA Patients with PRO before surgery,Sierra Medical Center,7/1/2014 0:00,TRUE,20,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent THA Patients with PRO before surgery,Sierra Medical Center,8/1/2014 0:00,TRUE,10,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent THA Patients with PRO before surgery,Sierra Medical Center,9/1/2014 0:00,TRUE,25,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent TKA Patients with PRO before surgery,Sierra Medical Center,1/1/2014 0:00,TRUE,0,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent TKA Patients with PRO before surgery,Sierra Medical Center,2/1/2014 0:00,TRUE,0,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent TKA Patients with PRO before surgery,Sierra Medical Center,3/1/2014 0:00,TRUE,0,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent TKA Patients with PRO before surgery,Sierra Medical Center,4/1/2014 0:00,TRUE,0,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent TKA Patients with PRO before surgery,Sierra Medical Center,5/1/2014 0:00,TRUE,4,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent TKA Patients with PRO before surgery,Sierra Medical Center,6/1/2014 0:00,TRUE,14.3,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent TKA Patients with PRO before surgery,Sierra Medical Center,7/1/2014 0:00,TRUE,0,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent TKA Patients with PRO before surgery,Sierra Medical Center,8/1/2014 0:00,TRUE,0,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Sierra Medical Center,Percent TKA Patients with PRO before surgery,Sierra Medical Center,9/1/2014 0:00,TRUE,0,,Sierra,562,Community,No project charter,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count THA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count THA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,1,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count THA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,1,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count THA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count THA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count THA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count THA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,1,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count TKA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count TKA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,1,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count TKA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,1,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count TKA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count TKA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count TKA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Count TKA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate THA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate THA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate THA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate THA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate THA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate THA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate THA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,6.25,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate TKA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate TKA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate TKA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate TKA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate TKA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate TKA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,30-day all cause Readmission Rate TKA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS THA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,2.7,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS THA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,2.8,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS THA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,2.35,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS THA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,2.31,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS THA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,2.09,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS THA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,2,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS THA,Straub Clinic and Hospital ,8/1/2014 0:00,TRUE,2.59,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS THA,Straub Clinic and Hospital ,9/1/2014 0:00,TRUE,2,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS TKA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,2.4,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS TKA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,2.5,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS TKA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,2.72,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS TKA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,2.11,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS TKA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,2.43,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS TKA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,2.08,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS TKA,Straub Clinic and Hospital ,8/1/2014 0:00,TRUE,2.67,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Average LOS TKA,Straub Clinic and Hospital ,9/1/2014 0:00,TRUE,2.4,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with THA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with THA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,10,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with THA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,20,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with THA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,31,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with THA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,14,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with THA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,23,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with THA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,15,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with THA,Straub Clinic and Hospital ,8/1/2014 0:00,TRUE,17,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with THA,Straub Clinic and Hospital ,9/1/2014 0:00,TRUE,22,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with TKA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with TKA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,13,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with TKA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,16,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with TKA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,26,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with TKA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,14,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with TKA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,14,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with TKA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,12,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with TKA,Straub Clinic and Hospital ,8/1/2014 0:00,TRUE,18,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Number of Patients with TKA,Straub Clinic and Hospital ,9/1/2014 0:00,TRUE,10,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home THA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,90,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home THA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,75,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home THA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,93,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home THA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,79,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home THA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,91,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home THA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,93.3,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home THA,Straub Clinic and Hospital ,8/1/2014 0:00,TRUE,88.2,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home THA,Straub Clinic and Hospital ,9/1/2014 0:00,TRUE,90.9,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home TKA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,92.3,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home TKA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,81.2,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home TKA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,66,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home TKA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,86,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home TKA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home TKA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,93,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home TKA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home TKA,Straub Clinic and Hospital ,8/1/2014 0:00,TRUE,72.2,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged Home TKA,Straub Clinic and Hospital ,9/1/2014 0:00,TRUE,90,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient THA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient THA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,10,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient THA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,7,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient THA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,21,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient THA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,4,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient THA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient THA,Straub Clinic and Hospital ,8/1/2014 0:00,TRUE,11.8,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient THA,Straub Clinic and Hospital ,9/1/2014 0:00,TRUE,9.1,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient TKA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient TKA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,6.3,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient TKA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,9,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient TKA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,7,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient TKA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient TKA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient TKA,Straub Clinic and Hospital ,8/1/2014 0:00,TRUE,11.1,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - inpatient TKA,Straub Clinic and Hospital ,9/1/2014 0:00,TRUE,10,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF THA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,10,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF THA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,15,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF THA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF THA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF THA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,4,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF THA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,6.7,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF THA,Straub Clinic and Hospital ,8/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF THA,Straub Clinic and Hospital ,9/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF TKA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,7.7,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF TKA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,12.5,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF TKA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,5,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF TKA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,7,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF TKA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,7,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF TKA,Straub Clinic and Hospital ,7/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF TKA,Straub Clinic and Hospital ,8/1/2014 0:00,TRUE,16.7,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent Discharged to rehab - SNF TKA,Straub Clinic and Hospital ,9/1/2014 0:00,TRUE,0,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour THA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,Straub Clinic and Hospital ,3/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,Straub Clinic and Hospital ,4/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,Straub Clinic and Hospital ,5/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-1d Antibiotics given within 1 hour TKA,Straub Clinic and Hospital ,6/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Straub Clinic and Hospital ,1/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
Joint Replacement Learning Community,Straub Clinic and Hospital ,Percent SCIP-Inf-2d Appropriate Antibiotic THA,Straub Clinic and Hospital ,2/1/2014 0:00,TRUE,100,,Straub,329,Community,OR Processes,,,,,,,
